2.414918602787384794e-01,2.168513094918695511e-02,-4.038587752881609427e-01,4.836149015889533165e-01,-1.377882291096073353e-01,4.634162356032778818e-01,6.427710692027219785e-01,-2.395553500603518349e-01,-1.932155089156783190e-01,4.624199939078641464e-01,4.131799942216892174e-01,-3.111567500716426737e-01,1.341456213232762595e-01,7.982446973386142508e-02,-3.157593791267493954e-01
2.820281512023828374e-01,3.342628666021704720e-02,-1.608008996917511813e-01,1.665208919096985152e-01,1.787908507344370124e-01,1.159698578616846776e-01,4.477331694958320285e-01,-1.539879252060824544e-01,-3.122923026054051920e-01,4.907667872240635831e-01,5.039754752554937989e-01,-1.458447641719673171e-01,-6.836116096493558003e-02,3.544447763602762147e-01,-2.006466539104969360e-01
3.007910090290561445e-01,1.006867962303368697e-01,-1.598246467459617237e-01,3.851235128889051729e-01,3.623701529107584141e-01,3.752243604396995891e-01,6.467395689495094580e-01,-3.662697723984167930e-01,-2.811487506252025037e-01,2.086963915254816671e-01,6.226714630452868660e-01,-2.750953186078287649e-01,-5.326403095430989332e-01,6.142426429158966139e-02,7.977387349270563532e-02
2.831872199912284244e-03,-1.073839881353387399e-01,6.228708179470438672e-02,1.372227569110262002e-01,6.248635481468507447e-01,8.487439271302990584e-02,1.222000230795696751e-01,-5.667818728573348341e-01,-1.958627504254611129e-01,2.112870742065240670e-01,5.326725095590054693e-01,-4.764327505336126700e-01,-2.834707848678048592e-01,-3.932196171790793282e-01,-2.064981077184749048e-01
-5.842342445415076024e-02,2.141814866986865296e-01,4.300816690320959923e-01,-2.401021545049750530e-02,4.985715748631292521e-01,-2.312231965906401052e-02,4.323648919093671661e-01,-5.799125482777431895e-01,-2.822595897713428906e-02,-8.246500487843146099e-02,1.136350354837098453e-02,-3.298352936792809942e-01,-5.148765520176455945e-01,-3.051730455827979527e-01,-3.393566862154475117e-01
-7.328126406094950807e-02,1.105666823957475037e-01,4.602891454353169598e-01,-8.076663519584713347e-02,9.727421822318699229e-02,9.468870883072916245e-02,1.029414744116372127e+00,-2.259547342585940810e-01,-1.265638090711042607e-01,1.745931362149343025e-01,-2.667969945754921496e-02,1.920789088574790526e-01,-5.479900548484056833e-01,-2.652703438142330894e-01,3.921949022195113377e-02
1.305624570639934146e-01,-2.031956149921820831e-01,-3.669809657509480461e-02,-1.181542390113223540e-01,-1.411723899416581218e-01,-5.440536223722353126e-02,8.850255665043924580e-01,-6.356338041372490422e-02,-7.717694941914925166e-02,2.006755444801452126e-01,-4.223733083944328226e-02,1.047894293883616240e-01,-2.377570301674946929e-01,-2.142244298452528339e-01,-1.095497926039093323e-01
1.760453758699899174e-01,-6.042595670044067363e-02,-1.000416026572275158e-01,-3.241930509125962590e-01,-4.057360740029433005e-03,9.197794083093716044e-02,4.811907593791165394e-01,-1.566257781293780016e-01,2.091008776029336935e-01,2.064511844846441888e-02,-9.389082920566546586e-02,1.709079943753841480e-01,-3.709852573989081970e-01,-1.183774734984316401e-01,-1.721947063690421331e-01
-4.880734274509190146e-02,-3.201989929829211160e-03,-2.315986394146814786e-01,-3.181374902894217871e-01,-4.356597477154192100e-01,2.012054748200032273e-01,2.505476035405378998e-01,-2.312869303103562077e-02,1.693015928492759004e-01,-1.330423551522309789e-01,-9.372902209741326707e-02,4.185199257390742611e-01,-1.069421607610577585e+00,-1.252895009921814184e-01,4.909855365148971251e-02
-1.695352496769593209e-01,-8.248130170495582281e-02,-1.214599800825576920e-01,-1.388364332555195590e-01,-9.141064325254870671e-01,-5.028083152388178600e-01,7.428895070151559921e-01,6.552906699653247846e-02,7.248739394356733257e-02,1.376091771343811720e-01,4.542453762080487234e-01,-1.955012590384276050e-01,-3.326171808133028263e-01,3.546658722413736364e-01,9.117679563643439622e-02
