-2.211737919814449893e-01,2.709787979041348716e-01,-8.078847327814239754e-02,3.352049508705199909e-01,1.783000131834516430e-02,1.557770546082844765e-01,1.619428801329490242e-01,4.373116317867739578e-01,2.512388140625488320e-01,-1.177166765205150400e-01,2.152428749267232266e-01,1.551494542840549939e-01,-5.915562353957876107e-01,-5.706648932122489193e-02,-2.970873051231475159e-01,-1.131213323501441687e-01,-1.046815879682893025e+00,1.792143486503018357e-01,7.004327071922764048e-02,2.799446307038545578e-01
-1.768471737362456442e-01,1.533297955492844977e-01,4.825100141083974586e-02,-4.155798692515234039e-01,-1.059936739787175897e-01,1.162580731638342829e-01,1.094030344241780778e-01,-1.377058969489403095e-01,-2.592965828511603621e-02,-1.659115288665274912e-02,6.016859304512553464e-02,2.442390207883317690e-02,-5.365882571723338268e-01,-5.192586999453140117e-02,-2.023824015365309203e-01,-3.775116637225947036e-01,-8.962273822606656726e-01,3.406835691492937548e-03,2.516344475977372319e-01,2.203280975022731403e-01
-1.256636145678544439e-02,-8.486841533677387181e-03,-4.801148326619890661e-01,1.556723928633990672e-01,-3.594216122147680936e-01,2.134851792898155021e-01,2.260017812914756064e-01,2.709862242681531086e-01,1.973100078271950580e-02,-3.004255051414681660e-02,-1.070575776299519943e-01,4.488989543020285300e-01,-3.405653599006460697e-01,-4.130163867916156750e-01,-3.090194087049670801e-01,-4.143894341188413266e-01,-7.874705247538207331e-01,2.121434304009358063e-01,6.267633195073772645e-02,6.360253165823995802e-01
3.453300550135080665e-02,-1.212580524958916800e-01,-2.197480744089375382e-01,-7.496614684481704705e-02,-3.228875541678338096e-02,-1.092325169701015841e-01,-2.313673234417359253e-02,5.280633507643199831e-01,1.145388725914947420e-01,4.843441882583706531e-02,1.898476924038485780e-01,1.455644387743688373e-01,-4.653322616566907266e-01,-6.804677112381700421e-02,1.184095752472440893e-01,-5.184813313325943307e-01,-7.049280081508855211e-01,1.443033108945080689e-01,3.140550051445816226e-01,2.250777758267193118e-01
-1.239730533100776855e-01,5.917225650185743008e-02,-2.943662213437957531e-01,-3.532160730591670794e-01,-1.636552939957718611e-01,2.113673584772052805e-01,-6.360823791802573679e-02,3.068559966178272536e-01,-4.952641475473959498e-02,1.007874822502951608e-02,5.782612512725555931e-03,2.614261322809752208e-01,-9.191764289535560017e-01,9.022935678758770700e-03,8.962457677870523665e-02,-2.705075208607236048e-01,-6.195502223478943638e-01,2.559941216310834267e-01,1.331661221116742233e-01,-1.946573722309547227e-01
1.065130173127979141e-01,-6.526973972464421292e-02,-7.983976552447880071e-02,-3.290498716138322982e-02,-1.063453897137677379e-01,3.480187683204460924e-01,-2.000288837459193447e-01,2.728993689371483899e-01,2.347143513848186647e-01,1.040060167305933425e-01,-3.240188874820749965e-02,4.123576231880042853e-01,-5.495506046725587845e-01,-1.702483623856111405e-01,-3.108020350350568783e-01,-3.965514870950543891e-01,-7.958241751159316202e-01,1.118130053263545060e-01,9.647838065157002263e-02,8.699033928479231459e-02
-1.936394385562564269e-01,-2.628733471224370954e-01,1.034760986121127935e-01,2.800678303961183224e-01,-2.093080616848073394e-01,1.625144641190322259e-02,9.765762557755973405e-02,2.155191307237080134e-01,2.645237944604463265e-01,1.170885227791287342e-01,1.634907031442097702e-01,5.445474350406706021e-01,-5.154161515476545219e-01,-1.818797497509839767e-01,-7.641344033026169213e-02,-1.117750110516144840e-01,-4.572437793342845058e-01,1.309105474473596688e-02,7.879808217787157010e-02,-6.171135094266597121e-02
-6.405413036379885294e-02,3.942395547350264345e-02,-7.663686500323926842e-02,6.181565042388357245e-01,1.121339622789536555e-01,4.278564164603606557e-01,-7.168330684517572327e-02,3.983032862361789994e-01,5.837401520245526221e-02,-3.719052246158730674e-02,-1.724333295907802266e-01,3.463530303259276799e-01,-2.560832461426615358e-01,-6.769887335642387205e-01,3.209218614571808237e-01,-1.253889734186815486e-01,-9.662286728947429293e-02,1.402153240262786656e-02,-1.792362096768637114e-01,-6.534764970759592007e-02
2.016366785440000808e-01,9.145633714868554864e-02,2.955502168905079219e-01,1.666598267709183401e-01,-1.486953943550764490e-02,4.660879580545785883e-01,9.604863030408083979e-02,5.932195135811572234e-02,2.761948156752068728e-01,8.489025407417050140e-02,-9.205299132852487465e-02,-3.843519164817187778e-02,4.636419552839780023e-01,-8.981035698883487184e-01,1.413861233594937983e-01,-5.978461357569967438e-01,1.424971599148943877e-02,-2.159667168058600484e-01,-1.344936432302252238e-01,-2.147795510839362650e-03
2.388447979433149307e-02,1.971817076426599646e-01,8.137197557691139282e-02,2.256756667096426194e-01,-7.155997171848761662e-02,1.338924328727198430e-02,-1.611097223427806202e-01,-1.011467627211482256e-01,3.219704093284728730e-01,1.532878199646875716e-01,8.720331805677539183e-02,2.293685854439212746e-01,2.853353940735795513e-01,-3.626144341654409242e-01,-9.725350610858825295e-02,-4.777993201303191162e-01,1.181232345710633153e-01,8.971091928227621637e-02,-1.128044421200431607e-01,-2.675258912778532561e-01
