-2.147052057867719355e-01,1.239623899435204901e+00,-1.963740281309622082e+00,-1.012109224359644566e+00,-2.795896788635739316e+00,-2.467815671146205148e+00,1.624758733937763377e+00,2.298912359545787432e+00,9.347216226969584651e-01,1.791934223402420034e+00,-1.303622408377069997e+00,-7.689652429488451624e-01,-8.560329663776200526e-01,-4.346717262533447146e-01,9.607305424351141321e-01,2.117644227581475302e+00
1.098440938150351959e-01,2.263050735025580740e-01,1.057734493601093950e+00,1.658001999235186208e+00,-2.236098284765809741e+00,-4.173155625944370284e-01,2.321156706395274272e-01,1.320785485085141042e+00,-1.111608692584738822e+00,-2.509540023032986955e+00,1.415686325700174830e+00,-3.781305317171566593e-01,8.376334042468226715e-02,-2.918719899253516381e+00,2.311629234678580946e+00,3.841075328286291946e-01
-5.166512852949497470e-01,-5.938811859586592412e-01,2.429669146318996553e+00,1.099543603631067290e+00,2.084671274453958265e-02,-6.300914429306710973e-01,5.086251097547701550e-01,-7.438432416501018496e-01,-8.737342957159086598e-01,7.351055836422450973e-01,-2.299447867191559691e+00,-1.051384036199096261e+00,-9.653677049754733064e-01,9.947701645362132528e-01,-9.835980078689596784e-01,1.164488692547847704e+00
-3.351496305543966159e-01,6.182164634453453100e-01,1.413194683426226117e+00,1.409609225353055884e+00,-1.430900159735101651e+00,-1.708062623266906277e+00,-2.613531754736925450e+00,-2.078109656315204390e+00,2.853363900370095241e+00,1.765131674650856075e+00,2.022706216523874723e+00,1.864540931664260492e+00,-8.247436109269494775e-01,-1.808318123931046850e+00,-5.501017202510378734e-01,-1.300634715601084013e+00
1.050309743369605586e+00,1.940883867740846425e+00,1.415157189856449449e+00,1.299930544775687036e+00,2.261007160467475297e-01,-3.423808753662131998e-01,4.854466974335206464e-01,2.660701736075698487e-01,1.989894893095420336e+00,1.984440954422917791e+00,6.359901836083722282e-01,7.072050792746246151e-01,3.258598308123942244e-01,3.280353792597270196e-02,9.755290777193771357e-01,1.186749892040214194e+00
-4.122267749205984350e-02,-6.040668534633495401e-01,-1.848218675369192043e+00,-1.924274952253188120e+00,-8.806623364450306690e-01,-2.633303107038253543e+00,-1.237726984222936144e+00,-1.568100162638108586e+00,-4.836550745325673972e-01,5.078044468553997159e-01,-1.492298070398542897e+00,-7.658662435171679217e-01,-1.397652727144766072e+00,-8.927697771868767784e-01,-1.283612098240243249e+00,-5.826436437105823041e-01
-2.716656787884011090e-02,-9.955311086207268012e-01,1.552449503371964079e+00,6.549694521082122245e-02,1.080568926450993505e-01,-1.683983938713248252e+00,2.105117708422407752e+00,7.805865705652154096e-01,-4.588509199287473667e-02,4.817188280885695284e-01,-1.712787316319180908e-01,2.907054587511213595e-01,-4.852422766374292484e-02,4.947290318660540476e-01,-2.182206646463665134e+00,-8.730288346039445369e-01
-1.901194800485121739e-01,1.150536959938735171e+00,1.615322405343411427e+00,3.062788763700033723e+00,7.263034638271519405e-01,2.145123461484788940e+00,3.059957734133011975e-01,2.000301323953403543e+00,5.613204185936923052e-01,-1.916539124106654279e-01,1.385655138850595769e+00,8.069678729889518953e-01,6.374730872245517599e-01,2.431885938016653814e-01,1.979120038786206681e+00,1.533829153871005380e+00
2.790531185973729733e-01,2.656749756700514387e-01,-5.017011783034961425e-01,-9.186153185225192086e-01,-1.117630342016594058e+00,-1.354015174183271109e+00,7.817086981074067298e-01,-2.618356909728730697e-01,-1.510596226884429294e+00,3.822574238133664148e-01,1.014523294662991626e+00,2.314067881650064606e+00,1.112765931862226554e-01,2.448550341833112043e+00,-1.947202271743122826e-01,8.368272139206015536e-01
1.302857939231759632e-01,2.256648841099535119e+00,-1.154582021060639674e+00,8.140301130281144548e-01,-1.544692628720897076e+00,5.383654616425663786e-01,-1.186651664932045325e+00,1.637899171952467814e+00,-7.504867903107192983e-01,-9.214349110715962521e-01,-7.899442039606415777e-01,-8.815633343631485985e-01,1.196929659032932580e+00,1.010261428817746721e+00,-1.016037226677454886e+00,-9.076211449382552976e-01
