1.537887531894154280e-01,-8.845234780334434443e-01,-1.187520892232511116e+00,-1.604829553322451474e+00,1.502297746919031063e+00,7.629793462784545399e-01,2.174340604944390076e+00,1.560471759850979634e+00,-2.505982049046189264e+00,-1.865664155878209662e+00,-2.357763664255888347e+00,-1.166593510493320496e+00,1.030545610921562272e+00,2.353746372074641879e+00,1.824536671669475529e+00,1.784552598435771964e+00
-4.818918139999676109e-01,6.871586152385571189e-02,1.009269568604689526e+00,1.153025310285501925e+00,-4.823031282820287591e-01,-1.056965345397021583e+00,-5.200367043122060551e-01,-4.056822944563941852e-02,-5.338883043315959531e-01,4.519224888792269801e-01,-2.200417717742171320e+00,-1.163272098154128464e+00,-1.352667113067585608e-02,1.240555496938156921e+00,-5.569332970880587208e-01,5.707106778503647782e-01
-2.063858306213961213e-01,-8.527539742714309590e-01,1.211807879311859182e+00,1.104295293605923600e+00,6.850224212593519768e-01,7.529882663192238867e-01,1.073072923333009632e+00,1.212924084367568378e+00,1.036563122982263163e+00,-2.079176361647134819e-01,-2.563089387127361896e-01,-1.788066723642004030e+00,5.390686065977161323e-02,-2.517517001844109537e+00,5.435509104991080587e-02,-1.166441549822238910e+00
-1.993425802175392489e-02,-1.473417420173484205e+00,1.826798313412548946e+00,1.658762557713683528e+00,1.451294994181861808e+00,2.690324847259713548e-01,6.277774661247913501e-01,1.952060284377864774e-01,-1.592382862467842664e+00,-2.817126871193230464e+00,1.884142843186066951e+00,5.587872817017258686e-01,8.185988424034346123e-02,-2.499378923889801207e+00,-5.019699737895172431e-01,-1.295233308494612823e+00
4.638819642055817989e-03,1.460046997669095792e-01,1.314382639067734199e-02,-6.718286588303422867e-03,2.184433213883878011e+00,1.888602908369018563e+00,-1.332766290123755804e+00,-1.762541046089113106e+00,-3.808977234675468004e-01,9.747135961299665530e-01,-1.029618040082979746e+00,4.295312720175127885e-01,-1.305847540304942989e+00,-5.851727602371323278e-02,-1.016650062001686949e+00,3.512199228680925045e-01
7.292468339198819871e-01,9.087890758721810236e-02,1.860616832084485139e+00,-2.153693896656582452e-01,1.226474655929683522e+00,-1.378458792649074116e+00,1.257838868379886010e+00,-1.419977256000230392e+00,1.865377023981314109e+00,1.289005055790757082e+00,7.572602490261016728e-01,-6.462016965525051171e-02,1.553430414373592416e+00,6.706137753761838294e-01,-6.609184115739952237e-01,-5.424075017133369592e-01
-2.758094007911031653e-01,3.765935616644815465e-01,2.907559802010345695e+00,3.888033159269970618e+00,1.949962657173712532e+00,2.036343415028849524e+00,1.959814739050562693e+00,3.041643886860816881e+00,2.116437018994977437e-01,5.483847918443881531e-01,2.104006090646547200e+00,2.175873401512864014e+00,2.297529445759304068e+00,1.720108505553749945e+00,8.029215913725668008e-01,1.490535244293313744e+00
-2.549500691649887463e-01,-1.860945841994686933e+00,1.294239407842347811e+00,-7.696343267158556323e-01,9.778096365306981896e-01,-1.985972682033742442e+00,2.167478586769609805e+00,-1.428298437259972298e+00,2.437559313264721916e-01,1.030546947178942796e+00,-1.050187750211578619e+00,4.198659432479034948e-01,5.547839478982230510e-01,1.468339054234365282e+00,-1.061191221669381957e+00,-3.045953883805168072e-01
-5.507877955451063734e-01,-1.560267723305102550e+00,3.367829329061576560e-02,-1.915088361175706799e+00,1.725882535870198797e+00,-5.092515659883912332e-02,1.436950851366176396e+00,-1.423563790068517410e+00,6.039719254951533278e-01,-1.918558543782999060e+00,1.183846320018368647e+00,-2.902011569963913740e+00,1.975095831290283099e+00,-4.253161804242949762e-01,1.972836852168256216e+00,-5.906451601622598746e-01
1.578782180296569582e-01,-1.213396458810322986e+00,3.359405447482916585e-01,-1.484586224603781091e-01,5.490628729595049551e-01,-5.335977818623469648e-01,-5.247131736057090157e-01,-9.991181191687693586e-01,6.880049104010779182e-01,4.834854951441732163e-01,4.867124727164245379e-01,1.057924656452307183e-01,-1.205343214624397419e+00,-1.359735246663955399e+00,2.626892980015645751e+00,2.105458086086287484e+00
