-6.610818427392941565e-01,-2.026829556108858954e-01,-1.541591871836235361e+00,2.236362083373319432e-01,-4.420580575950760482e-01,-1.892583061063431160e-01,4.620347193256943985e-01,-2.306484143514165586e-01,5.222407069824211989e-01,-8.024029393796392462e-01
-3.550552533275955769e-01,-4.287230173651728204e-01,-1.439987546034916743e+00,4.509390028205025880e-01,-1.454784843196784694e+00,-1.470424711236759108e-01,5.504824100598653125e-01,2.440467738198588143e-01,6.328027123093293849e-01,-8.758860346179948575e-01
-4.109163773258247415e-02,3.106308721803613393e-02,-1.350161732189144148e+00,7.771203109136767262e-01,-2.803570160606160822e-01,-5.923806773787892999e-02,2.258683671879430921e-01,-6.695973261883982411e-03,1.992885141249908509e-01,-1.258370688024937067e-01
2.312347591951374459e-01,5.125984815784162540e-01,-1.554158608888928983e+00,1.493052620213995152e-01,-1.710854267457686317e+00,-1.234466671785752617e-01,4.749748869041260924e-01,-7.025831527200827598e-01,-1.510244333590387081e-02,-2.353794434577411165e-01
-1.764305493688863302e-01,-3.091082298485463564e-01,-9.398425209641132483e-01,4.844855447873304688e-01,-1.491257330220834953e+00,-3.774513889189104465e-02,1.193080221250803971e-02,-5.250427096990712972e-01,-1.863371792491067824e-01,-1.103404900777856107e-01
-1.362929123635092388e-01,1.142018640087532344e-01,-3.556238255423365135e-01,4.345910584582080016e-01,-1.003046379877009509e+00,-1.682703522374325023e-01,-3.794657076814973024e-02,4.685658659404830506e-01,4.346260951036922116e-01,3.004010016189995191e-02
4.981188139659725733e-01,5.724238214194029561e-01,-9.779771881467764771e-01,4.422961533503340092e-01,-7.471272200455435497e-01,9.467537498563523279e-02,1.258852862385293203e-01,4.524950601265476657e-01,9.264659419367435866e-01,3.022416978746555460e-01
-2.695160121418956889e-01,5.926464548076278982e-01,-1.305675430523661085e+00,4.423116463652692065e-01,-6.501244830069624614e-01,3.854047022837032294e-02,-5.184440239749159990e-02,7.226976070098261040e-01,3.249199449682661500e-01,1.209188482091263728e+00
8.502640760982260390e-03,3.661970176540876865e-02,-1.116639891463584666e+00,2.645862633207620718e-01,-1.951972565463673814e-01,2.351240689110664916e-01,4.285071256695955344e-01,6.512708162257583311e-01,6.375091566094838180e-01,1.179929487795605469e+00
-3.396126327908928766e-01,-6.616732182486785296e-01,-1.078418287576961010e+00,6.477612547140941812e-01,-1.881668194080648449e-01,2.151297606965082709e-01,2.437188451633484076e-01,5.670181899374187040e-01,7.257948894042723365e-02,8.379656395745673780e-01
5.951076099142005305e-01,-6.977012203958680159e-01,-1.091586850413455156e+00,7.368004855057995739e-01,-6.733302594270350605e-01,1.918664787189659771e-01,1.814733750950978941e-01,5.918242711247330146e-01,-6.922214661749329090e-02,6.584420792911334086e-01
-3.188304291087739606e-01,-7.344564625542704395e-01,-8.133972493357433109e-01,8.094555855947892509e-01,-5.069313566261401949e-01,8.310227141391417216e-02,5.646259491014748305e-02,8.772718646616082250e-01,2.857823177868334952e-01,7.372884877923355784e-01
6.306884906129626156e-01,-9.516106803852900642e-01,-5.660610847099273313e-01,5.141855742389468409e-01,-1.678045510188995726e-01,2.453025443247143222e-01,-4.101030451732287085e-01,4.502189703821488803e-04,2.756967358971531556e-01,8.868723965931428754e-01
9.691709501790479742e-02,-1.437876719647351642e+00,-5.269504327829287460e-01,2.621922114235167856e-01,1.165013110316298617e-01,5.201419344981533799e-02,-3.607917986187950121e-02,-1.965665390198466714e-02,-4.226059046304374983e-02,3.344904749794671006e-01
1.078970365286285593e-01,-1.268145526503511533e+00,-5.572467153999225431e-01,7.537828109681718458e-02,4.147779016140705211e-01,9.453491911969194236e-03,2.179346995667261477e-01,1.601703544633700516e-01,6.627663290652066053e-01,1.382337366014657620e-01
5.308412145882747124e-01,1.119722239562238042e-01,5.066927756780605918e-01,-9.656077780060351445e-02,1.109619054201280708e+00,-1.240037693538285635e-01,3.604546085517270626e-01,-5.350988759494341718e-01,-4.863060801450206916e-01,3.165749721999362998e-01
1.041768085155638929e-01,1.787038753271000258e-01,-1.028984517507653962e+00,3.772480642332487477e-01,-1.612288683744353301e+00,-3.046698359721852420e-02,6.131673502567904777e-01,-2.633751810360740464e-01,4.414192441486987084e-01,1.635995960254519460e-02
-5.553156037257209743e-01,-1.647002800345167550e-01,-7.634158175697038917e-01,1.884238827696226581e-01,-1.308607556622124024e+00,-1.110198127116867745e-01,6.267584262987768717e-01,2.936901036474229287e-01,5.410001202968055534e-01,2.183407510682052258e-03
-2.073000394221207465e-01,-3.231887249442148002e-01,-9.209797653992625455e-02,-3.241341600403392365e-01,-2.471912203171406641e-01,1.961944351011503385e-01,1.745627923297865813e-01,-2.500568955272368665e-01,-6.466488856028612675e-02,3.511985420919500611e-01
-2.472369697174414960e-01,-5.852411372483324881e-01,-7.356056490056026576e-01,-7.310466310987484562e-02,-8.678965514445744489e-01,-4.129464664248579109e-02,5.368910842184966281e-01,-2.734383626966893077e-01,-1.102242673298358677e-01,4.749736842645711082e-02
-5.084463017521775319e-01,-2.394953291287620079e-01,-4.769882804997214176e-01,1.785893612698964683e-01,-1.122035138402827315e+00,1.046120678115891557e-03,-1.087283217677990910e-01,-1.532597815497368787e-01,-1.277513222871968224e-01,-9.789231771467465926e-02
-4.321489590107301937e-01,-6.230880139366651305e-01,-6.519438664180379206e-01,4.785016545465287097e-01,5.977352272230318161e-03,8.232011204695617590e-02,9.586090253998237609e-02,1.327973743498072623e-01,-6.447343747206457643e-01,-1.004631484407530473e-01
-2.235217797484847779e-01,-2.580867279665536307e-01,-1.278449480802678062e+00,5.083057861627451324e-01,-2.345725843949736031e-02,2.353465124247736961e-01,8.467756939554008100e-02,-2.244580786021727892e-01,2.834292998187446511e-01,2.107810449316630808e-01
2.477466298686472890e-01,2.643852324138393911e-02,-1.232090040540390286e+00,8.017488399405191535e-01,5.500450718009330942e-01,2.313045276065791439e-02,2.295106986718035633e-02,-6.632567359697967291e-01,-1.998903961432990928e-01,5.897325880769597184e-01
-2.667748445487818643e-01,-1.972982343536765493e-01,-1.873698556096089485e-01,7.016182286870379370e-01,-5.124098257034809950e-02,1.734460350620192493e-01,4.022261712689414459e-01,-5.754469886622614050e-01,-1.739941730216909288e-01,-1.695692260344130731e-01
-1.021997213518331504e+00,4.778680127587499049e-01,-4.751132814627752610e-01,5.301169443956320615e-01,-5.914074263230885142e-01,-3.430153499094797803e-02,2.568482056382638268e-01,9.199162049822759424e-02,-2.585784183059917085e-01,1.171287505415742558e+00
-1.212152457402149608e+00,-9.636550385226789750e-01,-7.843847297039607813e-01,3.745396623779573969e-02,-9.968423769596909123e-01,-1.553037545042621204e-01,8.966918646796265269e-02,-1.915338758066421343e-01,-6.522719442763826869e-01,1.046083260097920187e+00
-4.876578771994714567e-01,-7.053786743600422016e-01,-4.579260494458300412e-01,-1.386827189577838626e-01,-1.143397168191155222e+00,2.166263802392010829e-01,3.014181978681979568e-01,6.206406814425708962e-01,-1.040717171315310052e+00,1.015179325560482404e+00
1.174438006442714899e+00,-2.230733798912959975e-01,-1.366002225357240973e-01,2.098340590826412166e-01,-8.456815226710473477e-01,5.364147525425855267e-02,2.383327370181306248e-01,-5.169628494380822392e-01,-6.888422408128012098e-01,4.888319603650173595e-01
7.428918716335275452e-01,-2.084590021122089132e-01,-3.981437498327926594e-01,-3.451415254618486663e-03,1.894277832984780918e-01,2.084693092976416529e-01,-6.427529931649954287e-02,1.017757423139720729e-01,-9.874325758520279273e-01,-7.866418566977724514e-02
-2.164668650492076185e-01,4.472427644179192141e-01,-4.993008848932530344e-03,2.646846721352942300e-01,-1.313647490912174254e+00,-2.634074004480124395e-02,5.469378098602249022e-02,1.216626600343750364e-01,1.085288516002568260e+00,-2.331303456545536223e-01
-4.264644580786161598e-02,1.495921714018643156e-01,-5.862053850854469506e-01,6.383763280651513772e-02,-5.420869287751087784e-01,-3.231143652158674495e-01,5.329084084189490422e-01,7.164473134871127691e-01,6.149785365212832033e-01,-4.345189574938963795e-03
-1.396263068441568445e+00,-4.544037939179355057e-01,-4.854698495168533467e-01,6.839523371434729215e-01,-7.936935473353569082e-01,-2.000217559609804019e-01,-7.736544178766600888e-02,-7.087331712240485526e-02,5.900118152323412524e-01,-8.740051309252168110e-01
2.123222428815089990e-01,3.835302894805953100e-01,-3.605936880423986357e-02,3.824504634114804791e-01,-2.177013792365730394e-01,-1.264667100944840972e-01,1.556957252820687920e-01,5.860876000563417509e-01,6.221906668985264233e-01,1.193607128736474399e-01
2.118210418881094903e-01,-1.027940132867948053e+00,-6.301532171339987443e-01,5.098447130555438384e-02,-3.001703512030424181e-01,-1.481771773274921655e-01,1.082663635189988621e-01,5.012712809431546512e-01,6.919256129264883537e-02,-8.165227917014324099e-02
-3.424530430826201038e-02,-3.487935893456777237e-01,-3.308514734515416444e-01,1.646482904290863802e-01,-1.568900919090030488e-01,7.839545375716447384e-02,2.638681335639790349e-01,3.544693470674305513e-01,3.940022754182839204e-01,-4.132203359479969529e-01
-3.182900080733185311e-01,-1.457511111969369555e-01,-7.970756332471309324e-01,2.668288114968048186e-01,-7.734479132232717769e-01,-1.143770823327132785e-01,6.278108551242502777e-01,1.113316664049687876e+00,-9.502965282761324795e-02,5.367927627883748443e-01
-5.031658099579154886e-01,-2.442822116117929487e-01,-4.828440031670081511e-01,-3.375064230443025615e-01,3.456287056554854797e-01,-1.605418041543441587e-01,1.726086884489715645e-01,5.441874488084930128e-01,4.869722969539101443e-01,-1.354231584080832496e-01
